you	ˈju
instinctive	ˌɪˈnstɪŋktɪv
martino	mɑˈɹtinoʊ
dishonesty	dɪˈsɑnəsti
masako	məˈsɑˌkoʊ
kipling	ˈkɪplɪŋ
ichiro	ˈitʃɪɹoʊ
misconception	mɪskəˈnsɛpʃən
corday	ˈkɔˌɹdeɪ
croatian	kɹoʊˈeɪʃən
accountability	əˈkaʊntəˌbɪlɪti
spoonful	ˈspuˌnfʊl
heywood	ˈheɪˌwʊd
impersonal	ˌɪˈmpɝsənəl
reinhardt	ˈɹaɪˌnhɑɹt
figuratively	fɪˈɡjʊɹətɪvli
biceps	ˈbaɪˌsɛps
bluetooth	ˈbluˌtuθ
trickle	ˈtɹɪkəl
exports	ˈɛkspɔɹts
caterers	ˈkeɪtɚɚz
belittle	bɪˈlɪtəl
chromosome	ˈkɹoʊməˌsoʊm
inoue	ˌɪˈnoʊˌeɪ
gardeners	ˈɡɑɹdənɚz
cokes	ˈkoʊks
classify	ˈklæsəˌfaɪ
aztecs	ˈæˌztɛks
chews	ˈtʃuz
cog	ˈkɔɡ
ambrosia	æˈmbɹoʊʒə
batista	bəˈtɪstɑ
sieve	ˈsɪv
thang	ˈθæŋ
leda	ˈlidə
finney	ˈfɪni
horne	ˈhɔɹn
oedipus	ˈɛdɪpəs
spasms	ˈspæzəmz
tibia	ˈtɪbiə
hoyle	ˈhɔɪl
wooing	ˈwuɪŋ
rockers	ˈɹɑkɚz
carney	ˈkɑɹni
candlestick	ˈkændəˌlstɪk
bolder	ˈboʊldɚ
gert	ˈɡɝt
chappelle	ʃəˈpɛl
unrequited	ˌʌnɹiˈkwaɪtɪd
poly	ˈpɑli
flogging	ˈflɑɡɪŋ
ong	ˈɔŋ
mundo	ˈmʌndoʊ
zimmer	ˈzɪmɚ
capricious	kəˈpɹɪʃəs
sgt	ˈsɑɹdʒənt
earpiece	ˈɪɹpis
renounced	ɹɪˈnaʊnst
zeroes	ˈzɪɹoʊz
impaled	ˌɪˈmpeɪld
largo	ˈlɑɹɡoʊ
treaties	ˈtɹitiz
bankroll	ˈbæˌŋkɹoʊl
beowulf	ˈbeɪəˌwʊlf
squadrons	ˈskwɑdɹənz
akiyama	ɑkiˈjɑmə
nissan	ˈnisɑn
nothings	ˈnʌθɪŋz
glades	ˈɡleɪdz
patrolman	pəˈtɹoʊˌlmæn
editions	ɪˈdɪʃənz
tupperware	ˈtʌpɚˌwɛɹ
combines	kəˈmbaɪnz
newsroom	ˈnuˌzɹum
hannes	ˈhænz
chemically	ˈkɛməkli
nara	ˈnɑɹə
corcoran	ˈkɔɹkɚən
fanatical	fəˈnætɪkəl
judiciary	dʒuˈdɪʃiˌɛɹi
imagines	ˌɪˈmædʒənz
masa	ˈmɑsɑ
pulsating	ˈpʌˌlseɪtɪŋ
richness	ˈɹɪtʃnəs
goodie	ˈɡʊdi
guerilla	ɡɚˈɪlə
sprinkled	ˈspɹɪŋkəld
drape	ˈdɹeɪp
rollie	ˈɹoʊli
smut	ˈsmʌt
corbin	ˈkɔɹbɪn
illuminating	ˌɪˈluməˌneɪtɪŋ
dulcinea	ˌdʌlsɪˈniə
vagrant	ˈveɪɡɹənt
springing	ˈspɹɪŋɪŋ
grouchy	ˈɡɹaʊtʃi
conn	ˈkɑn
fausto	ˈfɔstoʊ
thrives	ˈθɹaɪvz
maimed	ˈmeɪmd
incurred	ˌɪˈnkɝd
kerrigan	ˈkɛɹɪɡən
kareem	kɚˈim
cong	ˈkɔŋ
pellet	ˈpɛlət
stools	ˈstulz
evaluations	ɪˌvæljuˈeɪʃənz
rotterdam	ˈɹɑtɚˌdæm
kal	ˈkæl
imogen	ˈɪməɡən
invariably	ˌɪˈnvɛɹiəbli
laos	ˈlɑoʊs
stepmom	ˈstɛˌpmɑm
pomegranate	ˌpɑməˈɡɹænət
flourishing	ˈflɝɪʃɪŋ
idiocy	ˈɪdiəsi
quince	ˈkwɪns
compatriots	kəˈmpeɪtɹiəts
bois	ˈbwɑ
surrey	ˈsɝi
loaves	ˈloʊvz
galore	ɡəˈlɔɹ
maltese	mɔˈltiz
belch	ˈbɛltʃ
unguarded	əˈnɡɑɹdɪd
superfluous	ˈsupɚˌflwʌs
toshio	toʊˈʃioʊ
impoverished	ˌɪˈmpɑvɹɪʃt
inter	ˌɪˈntɝ
segments	ˈsɛɡmənts
constellations	ˌkɑnstəˈleɪʃənz
filtered	ˈfɪltɚd
appraisal	əˈpɹeɪzəl
trinket	ˈtɹɪŋkət
attica	ˈætɪkə
drunkenness	ˈdɹʌŋkənnəs
enigmatic	ˌɛnɪˈɡmætɪk
bayliss	ˈbeɪlɪs
grundy	ˈɡɹʌndi
toulouse	tuˈluz
corals	ˈkɔɹəlz
quacks	ˈkwæks
crumbled	ˈkɹʌmbəld
abductions	æˈbdʌkʃənz
estimation	ˌɛstəˈmeɪʃən
solly	ˈsɑli
plantations	ˌplæˈnteɪʃənz
carne	ˈkɑɹn
mounds	ˈmaʊndz
eons	ˈiənz
depravity	dɪˈpɹævəti
withers	ˈwɪðɚz
adept	əˈdɛpt
ensured	ɛˈnʃʊɹd
paychecks	ˈpeɪˌtʃɛks
cully	ˈkʌli
drafting	ˈdɹæftɪŋ
equinox	ˈikwəˌnɑks
ricci	ˈɹitʃi
schoolmaster	ˈskuˌlmæstɚ
terrifies	ˈtɛɹəˌfaɪz
murthy	ˈmɝθi
mauled	ˈmɔld
satire	ˈsæˌtaɪɚ
montoya	mɑˈntɔɪə
bountiful	ˈbaʊntɪfəl
splendidly	ˈsplɛndədli
undue	əˈndu
ora	ˈɔɹə
rhyming	ˈɹaɪmɪŋ
unmistakable	ˌʌnmɪˈsteɪkəbəl
lauderdale	ˈlɔdɚˌdeɪl
fresco	ˈfɹɛskoʊ
strudel	ˈstɹudəl
och	ˈɑk
busier	ˈbɪziɚ
estonia	ɛˈstoʊniə
squirming	ˈskwɝmɪŋ
colds	ˈkoʊldz
moines	ˈmɔɪnz
stewed	ˈstud
absinthe	ˈæbsɪnθ
replaces	ɹɪˈpleɪsɪz
definitively	dɪˈfɪnɪtɪvli
mares	ˈmɛɹz
psychopathic	ˌsaɪkəˈpæθɪk
couriers	ˈkɝiɚz
discrepancy	dɪˈskɹɛpənsi
giraffes	dʒɚˈæfs
unpleasantness	əˈnplɛzəntnəs
summarize	ˈsʌmɚˌaɪz
query	ˈkwiɹi
replicator	ˈɹɛplɪˌkeɪtɚ
undesirable	ˌʌndɪˈzaɪɹəbəl
originality	ɚˌɪdʒəˈnælɪti
lobotomy	ˈloʊˌboʊˌtoʊmi
mightiest	ˈmaɪtiəst
glanced	ˈɡlænst
afforded	əˈfɔɹdəd
gritty	ˈɡɹɪti
makeshift	ˈmeɪˌkʃɪft
riveting	ˈɹɪvətɪŋ
lucian	ˈluʃən
nyet	ˈnjɛt
indignation	ˌɪndɪˈɡneɪʃən
clergyman	ˈklɝdʒimən
krueger	ˈkɹuɡɚ
ilsa	ˈɪlsə
irregularities	ˌɪɹɛɡjəˈlɛɹətiz
bandaged	ˈbændədʒd
judson	ˈdʒʌdsən
pollack	ˈpɑlək
tash	ˈtæʃ
cripples	ˈkɹɪpəlz
merritt	ˈmɛɹɪt
culmination	ˌkʌlməˈneɪʃən
documenting	ˈdɑkjəməntɪŋ
bullpen	ˈbʊˌlpɛn
collisions	kəˈlɪʒənz
plaything	ˈpleɪˌθɪŋ
ashram	ˈæʃɹɑm
rockies	ˈɹɑkiz
inefficient	ˌɪnɪˈfɪʃənt
sheath	ˈʃiθ
splattered	ˈsplætɚd
wristwatch	ˈɹɪˌstwɑtʃ
reformation	ˌɹɛfɚˈmeɪʃən
durable	ˈdʊɹəbəl
spatula	ˈspæˌtʃʊlə
rallying	ˈɹæliɪŋ
debated	dəˈbeɪtɪd
oncologist	ɑˈŋkɑlədʒɪst
subtract	səˈbtɹækt
vegetarians	ˌvɛdʒəˈtɛˌɹiənz
amaya	ɑˈmɑjə
etta	ˈɛtə
maserati	ˌmæsɛˈɹɑti
brisket	ˈbɹɪskət
childrens	ˈtʃɪldɹənz
sluggish	ˈslʌɡɪʃ
obscurity	əˈbskjʊɹəti
mitzi	ˈmɪtsi
focal	ˈfoʊkəl
marcellus	mɑˈɹsɛləs
morelli	mɔˈɹɛli
contenders	kəˈntɛndɚz
unsaid	əˈnsɛd
kelli	ˈkɛli
treads	ˈtɹɛdz
poltergeist	ˈpoʊltɚˌɡaɪst
'cuse	ˈkjuz
'frisco	ˈfɹɪskoʊ
'gain	ˈɡɛn
a's	ˈeɪz
abram's	ˈeɪbɹəmz
accident's	ˈæksədənts
accord's	əˈkɔɹdz
account's	əˈkaʊnts
accountant's	əˈkaʊntənts
accountants'	əˈkaʊntənts
achilles'	əˈkɪliz
acorn's	ˈeɪkɔɹnz
acquisition's	ˌækwəˈzɪʃənz
act's	ˈækts
action's	ˈækʃənz
activists'	ˈæktɪvɪsts
actor's	ˈæktɚz
actors'	ˈæktɚz
ad's	ˈædz
adam's	ˈædəmz
adams'	ˈædəmz
administrator's	æˈdmɪnɪˌstɹeɪtɚz
administrators'	æˈdmɪnəˌstɹeɪtɚz
admiral's	ˈædmɚəlz
ads'	ˈædz
adults'	əˈdʌlts
advance's	əˈdvænsəz
advertiser's	ˈædvɚˌtaɪzɚz
advertisers'	ˈæˌdvɝˌtaɪzɚz
adviser's	əˈdvaɪzɚz
advisers'	ˌæˈdvaɪzɚz
advocate's	ˈædvəkəts
affair's	əˈfɛɹz
affiliate's	əˈfɪliˌeɪts
affiliates'	əˈfɪliɪts
afternoon's	ˌæftɚˈnunz
age's	ˈeɪdʒɪz
agencies'	ˈeɪdʒənsiz
agent's	ˈeɪdʒənts
agents'	ˈeɪdʒənts
agreement's	əˈɡɹimənts
aid's	ˈeɪdz
aide's	ˈeɪdz
aides'	ˈeɪdz
aim's	ˈeɪmz
ain't	ˈeɪnt
air's	ˈɛɹz
airline's	ˈɛˌɹlaɪnz
airlines'	ˈɛˌɹlaɪnz
airplane's	ˈɛɹpleɪnz
airport's	ˈɛˌɹpɔɹts
airway's	ˈɛˌɹweɪz
airways'	ˈɛˌɹweɪz
al's	ˈælz
alarm's	əˈlɑɹmz
album's	ˈælbəmz
alexi's	əˈlɛksiz
all's	ˈɔlz
alley's	ˈæliz
alliance's	əˈlaɪənsɪz
allies'	ˈælaɪz
alpha's	ˈælfəz
am's	ˈæmz
amazon's	ˈæməˌzɑnz
ambassador's	æˈmbæsədɚz
amendment's	əˈmɛndmənts
america's	əˈmɛɹəkəz
american's	əˈmɛɹɪkənz
americans'	əˈmɛɹɪkənz
americas'	əˈmɛɹɪˌkʌz
ames'	ˈeɪmz
analyst's	ˈænəlɪsts
analysts'	ˈænəlɪsts
ancestor's	ˈæˌnsɛstɚz
ancestors'	ˈæˌnsɛstɚz
anchor's	ˈæŋkɚz
andrea's	ˈæˌndɹiəz
andrew's	ˈæˌndɹuz
andrews'	ˈæˌndɹuz
angel's	ˈeɪndʒəlz
angeles'	ˈændʒəˌliz
angels'	ˈeɪndʒəlz
animal's	ˈænəməlz
animals'	ˈænəməlz
anna's	ˈænəz
answer's	ˈænsɚz
antenna's	æˈntɛnəz
apache's	əˈpætʃiz
apartment's	əˈpɑɹtmənts
apple's	ˈæpəlz
applicant's	ˈæplɪkənts
applicants'	ˈæpləkənts
arabs'	ˈæɹəbz
archer's	ˈɑɹtʃɚz
architect's	ˈɑɹkəˌtɛkts
area's	ˈɛɹiəz
aren't	ˈɑɹənt
arena's	ɚˈinəz
argo's	ˈɑɹɡoʊz
argument's	ˈɑɹɡjəmənts
arkansas'	ˈɑɹkəˌnsɑz
arm's	ˈɑɹmz
arrow's	ˈæɹoʊz
art's	ˈɑɹts
article's	ˈɑɹtɪkəlz
artist's	ˈɑɹtəsts
artists'	ˈɑɹtɪsts
ashe's	ˈæʃəz
aspirin's	ˈæspɹənz
assailant's	əˈseɪlənts
assassin's	əˈsæsənz
assets'	ˈæsɛts
assignment's	əˈsaɪnmənts
associate's	əˈsoʊsiəts
associates'	əˈsoʊʃiəts
association's	əˌsoʊʃiˈeɪʃənz
asteroid's	ˈæstɚˌɔɪdz
astronaut's	ˈæstɹəˌnɑts
astronauts'	ˈæstɹəˌnɔts
athlete's	ˈæˌθlits
athletes'	ˈæˌθlits
atlantis'	æˈtlæntɪs
attendant's	əˈtɛndənts
attendants'	əˈtɛndənts
attorney's	əˈtɝniz
attorneys'	əˈtɝniz
auction's	ˈɔkʃənz
audience's	ˈɑdiənsəz
auditor's	ˈɔdɪtɚz
auditors'	ˈɔdɪtɚz
aunt's	ˈænts
aunts'	ˈænts
australian's	ɔˈstɹeɪljənz
author's	ˈɔθɚz
authorities'	əˈθɔɹɪtiz
authors'	ˈɔθɚz
avenue's	ˈævəˌnuz
average's	ˈævɹɪdʒɪz
ayer's	ˈɛɹz
b's	ˈbiz
babies'	ˈbeɪbiz
baboon's	bæˈbunz
bachelor's	ˈbætʃəlɚz
back's	ˈbæks
backer's	ˈbækɚz
badger's	ˈbædʒɚz
baker's	ˈbeɪkɚz
ball's	ˈbɔlz
ban's	ˈbænz
band's	ˈbændz
bank's	ˈbæŋks
banker's	ˈbæŋkɚz
bankers'	ˈbæŋkɚz
banks'	ˈbæŋks
banner's	ˈbænɚz
bar's	ˈbɑɹz
barb's	ˈbɑɹbz
barbecue's	ˈbɑɹbɪˌkjuz
barber's	ˈbɑɹbɚz
barbie's	ˈbɑɹbiz
barney's	ˈbɑɹniz
baron's	ˈbæɹənz
bart's	ˈbɑɹts
base's	ˈbeɪsəz
baseball's	ˈbeɪˈsbɔlz
basic's	ˈbeɪsɪks
bastard's	ˈbæstɚdz
bates'	ˈbeɪts
battle's	ˈbætəlz
bay's	ˈbeɪz
be's	ˈbiz
beam's	ˈbimz
bean's	ˈbinz
bear's	ˈbɛɹz
bears'	ˈbɛɹz
beatles'	ˈbitəlz
beck's	ˈbɛks
bee's	ˈbiz
beer's	ˈbiɹz
beers'	ˈbɪɹz
begin's	bɪˈɡɪnz
beginner's	bɪˈɡɪnɚz
bein'	ˈbiɪn
being's	ˈbiɪŋz
bell's	ˈbɛlz
bellow's	ˈbɛloʊz
bells'	ˈbɛlz
belt's	ˈbɛlts
bender's	ˈbɛndɚz
benefactor's	ˈbɛnəˌfæktɚz
bet's	ˈbɛts
bible's	ˈbaɪbəlz
bid's	ˈbɪdz
bidder's	ˈbɪdɚz
bill's	ˈbɪlz
billboard's	ˈbɪˌlbɔɹdz
bills'	ˈbɪlz
bird's	ˈbɝdz
birds'	ˈbɝdz
bishop's	ˈbɪʃəps
bishops'	ˈbɪʃɑps
black's	ˈblæks
blacks'	ˈblæks
blinder's	ˈblaɪndɚz
bliss'	ˈblɪs
block's	ˈblɑks
blonde's	ˈblɑndz
blood's	ˈblʌdz
bloom's	ˈblumz
blue's	ˈbluz
blues'	ˈbluz
board's	ˈbɔɹdz
boat's	ˈboʊts
bob's	ˈbɑbz
bomb's	ˈbɑmz
bomber's	ˈbɑmɚz
bond's	ˈbɑndz
bonds'	ˈbɑndz
book's	ˈbʊks
books'	ˈbʊks
boom's	ˈbumz
booster's	ˈbustɚz
border's	ˈbɔɹdɚz
boris'	ˈbɔɹɪs
borough's	ˈbɝˌoʊz
borrower's	ˈbɑɹoʊɚz
borrowers'	ˈbɑɹoʊɚz
boss'	ˈbɔs
bosses'	ˈbɔsɪz
bottom's	ˈbɑtəmz
boxer's	ˈbɑksɚz
boy's	ˈbɔɪz
boyfriend's	ˈbɔɪˌfɹɛndz
boys'	ˈbɔɪz
brace's	ˈbɹeɪsɪz
brain's	ˈbɹeɪnz
brand's	ˈbɹændz
brands'	ˈbɹændz
braves'	ˈbɹeɪvz
breed's	ˈbɹidz
breeders'	ˈbɹidɚz
brewer's	ˈbɹuɚz
brewers'	ˈbɹuɚz
bride's	ˈbɹaɪdz
bridesmaid's	ˈbɹaɪˌdzmeɪdz
bridesmaids'	ˈbɹaɪˌdzmeɪdz
bridge's	ˈbɹɪdʒɪz
britons'	ˈbɹɪtənz
bro's	ˈbɹoʊz
broad's	ˈbɹɔdz
broker's	ˈbɹoʊkɚz
brokers'	ˈbɹoʊkɚz
brook's	ˈbɹʊks
brooks'	ˈbɹʊks
brother's	ˈbɹʌðɚz
brothers'	ˈbɹʌðɚz
brown's	ˈbɹaʊnz
browns'	ˈbɹaʊnz
buck's	ˈbʌks
bud's	ˈbʌdz
budget's	ˈbʌdʒɪts
buff's	ˈbʌfs
builder's	ˈbɪldɚz
builders'	ˈbɪldɚz
building's	ˈbɪldɪŋz
bull's	ˈbʊlz
bullock's	ˈbʊləks
bulls'	ˈbʊlz
burger's	ˈbɝɡɚz
burns'	ˈbɝnz
business'	ˈbɪznɪs
businesses'	ˈbɪˌznɛsɪz
but's	ˈbʌts
butcher's	ˈbʊtʃɚz
butler's	ˈbʌtlɚz
buy's	ˈbaɪz
buyer's	ˈbaɪɚz
buyers'	ˈbaɪɚz
buzzard's	ˈbʌzɚdz
byers'	ˈbaɪɚz
byrne's	ˈbɝnz
c's	ˈsiz
cab's	ˈkæbz
cabinet's	ˈkæbnəts
cable's	ˈkeɪbəlz
cadillac's	ˈkædəˌlæks
caesar's	ˈsizɚz
caesars'	ˈsizɚz
cage's	ˈkeɪdʒɪz
cake's	ˈkeɪks
call's	ˈkɔlz
caller's	ˈkɔlɚz
cam's	ˈkæmz
camel's	ˈkæməlz
camera's	ˈkæmɹəz
camp's	ˈkæmps
campaign's	kæˈmpeɪnz
campbell's	ˈkæmbəlz
camps'	ˈkæmps
can's	ˈkænz
can't	ˈkænt
canadian's	kəˈneɪdiənz
canadians'	kəˈneɪdiənz
canal's	kəˈnælz
cancer's	ˈkænsɚz
candidate's	ˈkændədeɪts
candidates'	ˈkændədeɪts
cannon's	ˈkænənz
canon's	ˈkænənz
canyon's	ˈkænjənz
cap's	ˈkæps
capital's	ˈkæpɪtəlz
captain's	ˈkæptənz
car's	ˈkɑɹz
card's	ˈkɑɹdz
cardinal's	ˈkɑɹdənəlz
cardinals'	ˈkɑɹdɪnəlz
cards'	ˈkɑɹdz
care's	ˈkɛɹz
carlito's	kɑˈɹlitoʊz
carol's	ˈkɛɹəlz
carpenter's	ˈkɑɹpəntɚz
carrier's	ˈkæɹiɚz
carriers'	ˈkɛɹiɚz
cars'	ˈkɑɹz
cartel's	kɑˈɹtɛlz
case's	ˈkeɪsɪz
casino's	kəˈsinoʊz
castle's	ˈkæsəlz
cat's	ˈkæts
catcher's	ˈkæˌtʃɝz
caterpillar's	ˈkætɚˌpɪlɚz
cave's	ˈkeɪvz
cell's	ˈsɛlz
cells'	ˈsɛlz
celtics'	ˈsɛltɪks
centaur's	ˈsɛˌntɔɹz
center's	ˈsɛntɚz
centers'	ˈsɛntɚz
chain's	ˈtʃeɪnz
chains'	ˈtʃeɪnz
challenger's	ˈtʃæləndʒɚz
chamber's	ˈtʃeɪmbɚz
chambers'	ˈtʃeɪmbɚz
champion's	ˈtʃæmpiənz
championship's	ˈtʃæmpiəˌnʃɪps
channel's	ˈtʃænəlz
character's	ˈkɛɹɪktɚz
characters'	ˈtʃɛɹəktɚz
charities'	ˈtʃɛɹɪtiz
charles'	ˈtʃɑɹlz
charter's	ˈtʃɑɹtɚz
chase's	ˈtʃeɪsɪz
che's	ˈtʃeɪz
chechen's	ˈtʃɛtʃɪnz
chef's	ˈʃɛfs
chemical's	ˈkɛmɪkəlz
chemicals'	ˈtʃɛməkəlz
chick's	ˈtʃɪks
chicken's	ˈtʃɪkənz
chickens'	ˈtʃɪkənz
chief's	ˈtʃifs
chiefs'	ˈtʃifs
chieftain's	ˈtʃiftənz
child's	ˈtʃaɪldz
children's	ˈtʃɪldɹənz
childrens'	ˈtʃɪldɹənz
chip's	ˈtʃɪps
chopper's	ˈtʃɑpɚz
chris'	ˈkɹɪs
christmas'	ˈkɹɪsməs
chronicle's	ˈkɹɑnɪkəlz
chuck's	ˈtʃʌks
churches'	ˈtʃɝtʃɪz
cigarette's	ˌsɪɡɚˈɛts
cinema's	ˈsɪnəməz
circle's	ˈsɝkəlz
circuit's	ˈsɝkəts
cities'	ˈsɪtiz
citizen's	ˈsɪtəzənz
citizens'	ˈsɪtɪzənz
claus'	ˈklɔz
clerk's	ˈklɝks
clerks'	ˈklɝks
client's	ˈklaɪənts
clients'	ˈklaɪənts
cliff's	ˈklɪfs
cliffs'	ˈklɪfs
climbers'	ˈklaɪmɚz
clinic's	ˈklɪnɪks
clock's	ˈklɑks
clones'	ˈkloʊnz
club's	ˈklʌbz
coal's	ˈkoʊlz
coast's	ˈkoʊsts
coat's	ˈkoʊts
cobbler's	ˈkɑblɚz
code's	ˈkoʊdz
coffee's	ˈkɑfiz
coin's	ˈkɔɪnz
coke's	ˈkoʊks
cole's	ˈkoʊlz
colleague's	ˈkɑliɡz
colleagues'	ˈkɑliɡz
collector's	kəˈlɛktɚz
collectors'	kəˈlɛktɚz
college's	ˈkɑlɪdʒɪz
colleges'	ˈkɑlɪdʒɪz
collins'	ˈkɑlɪnz
colonel's	ˈkɝnəlz
colt's	ˈkoʊlts
columbus'	kəˈlʌmbəs
comedian's	kəˈmidiənz
comet's	ˈkɑməts
comin'	ˈkʌmɪn
command's	kəˈmændz
commander's	kəˈmændɚz
commercial's	kəˈmɝʃəlz
commission's	kəˈmɪʃənz
commissioner's	kəˈmɪʃənɚz
committee's	kəˈmɪtiz
committees'	kəˈmɪtiz
communication's	kəˌmjunɪˈkeɪʃənz
communications'	kəˌmjunəˈkeɪʃənz
communist's	ˈkɑmjənəsts
communists'	ˈkɑmjunɪsts
companies'	ˈkʌmpəˌniz
competition's	ˌkɑmpəˈtɪʃənz
competitor's	kəˈmpɛtətɚz
competitors'	kəˈmpɛtɪtɚz
composer's	kəˈmpoʊzɚz
computer's	kəˈmpjutɚz
computers'	kəˈmpjutɚz
concern's	kəˈnsɝnz
concerns'	kəˈnsɝnz
cone's	ˈkoʊnz
conference's	ˈkɑnfɚənsɪz
confidence's	ˈkɑnfədənsəz
congress'	ˈkɑnɡɹəsɪz
conner's	ˈkɑnɚz
conqueror's	ˈkɑŋkɚɚz
conquest's	ˈkɑŋkwɛsts
conservatives'	kəˈnsɝvətɪvz
constellation's	ˌkɑnstəˈleɪʃənz
constituents'	kəˈnstɪtʃuənts
consultant's	kəˈnsʌltənts
consultants'	kəˈnsʌˌltʌnts
consumer's	kəˈnsumɚz
consumers'	kəˈnsumɚz
container's	kəˈnteɪnɚz
containers'	kəˈnteɪnɚz
contest's	ˈkɑntɛsts
continent's	ˈkɑntənənts
contract's	ˈkɑˌntɹækts
contractor's	ˈkɑˌntɹæktɚz
contractors'	kəˈntɹæktɚz
control's	kəˈntɹoʊlz
controller's	kəˈntɹoʊlɚz
controllers'	kəˈntɹɑlɚz
controls'	ˈkɑntɹɑlz
convention's	kəˈnvɛnʃənz
convict's	ˈkɑnvɪkts
cook's	ˈkʊks
cookin'	ˈkʊkɪn
copper's	ˈkɑpɚz
corp's	ˈkɔɹps
corporation's	ˌkɔɹpɚˈeɪʃənz
corporations'	ˌkɔɹpɚˈeɪʃənz
corps'	ˈkɔɹz
correspondents'	ˌkɔɹəˈspɑndənts
cosmo's	ˈkɑzmoʊz
couldn't	ˈkʊdənt
council's	ˈkaʊnsəlz
countries'	ˈkʌntɹiz
couple's	ˈkʌpəlz
courier's	ˈkɝiɚz
course's	ˈkɔɹsɪz
court's	ˈkɔɹts
courts'	ˈkɔɹts
cousin's	ˈkʌzənz
cow's	ˈkaʊz
coward's	ˈkaʊɚdz
cowboy's	ˈkaʊˌbɔɪz
cowboys'	ˈkaʊˌbɔɪz
craft's	ˈkɹæfts
crane's	ˈkɹeɪnz
credit's	ˈkɹɛdɪts
creditors'	ˈkɹɛdɪtɚz
creek's	ˈkɹiks
crew's	ˈkɹuz
cricket's	ˈkɹɪkəts
crime's	ˈkɹaɪmz
criminal's	ˈkɹɪmənəlz
criminals'	ˈkɹɪmənəlz
critic's	ˈkɹɪtɪks
critics'	ˈkɹɪtɪks
croat's	ˈkɹoʊˌɑts
crop's	ˈkɹɑps
crow's	ˈkɹoʊz
crowd's	ˈkɹaʊdz
crown's	ˈkɹaʊnz
cruiser's	ˈkɹuzɚz
crystal's	ˈkɹɪstəlz
cubs'	ˈkʌbz
cult's	ˈkʌlts
culture's	ˈkʌltʃɚz
cup's	ˈkʌps
currencies'	kɚˈɛnsiz
current's	ˈkɝənts
curtis'	ˈkɝtɪs
customer's	ˈkʌstəmɚz
customers'	ˈkʌstəmɚz
d'arcy	ˈdɑˌɹsi
d'or	ˈdɔɹ
d's	ˈdiz
da's	ˈdiˈeɪz
dad's	ˈdædz
dale's	ˈdeɪlz
dallas'	ˈdæləs
dam's	ˈdæmz
dame's	ˈdeɪmz
dan's	ˈdænz
dancer's	ˈdænsɚz
dancers'	ˈdænsɚz
dancin'	ˈdænsɪn
dane's	ˈdeɪnz
daniel's	ˈdænjəlz
dart's	ˈdɑɹts
date's	ˈdeɪts
daughter's	ˈdɔtɚz
daughters'	ˈdɔtɚz
davis'	ˈdeɪvəs
dawn's	ˈdɔnz
dax'	ˈdæks
day's	ˈdeɪz
days'	ˈdeɪz
deal's	ˈdilz
dealer's	ˈdilɚz
dealers'	ˈdilɚz
death's	ˈdɛθs
debate's	dəˈbeɪts
debt's	ˈdɛts
debtor's	ˈdɛtɚz
debtors'	ˈdɛtɚz
decade's	ˈdɛkeɪdz
decision's	dɪˈsɪʒənz
defendant's	dɪˈfɛndənts
defendants'	dɪˈfɛndənts
defender's	dɪˈfɛndɚz
defense's	dɪˈfɛnsɪz
deficit's	ˈdɛfəsəts
delegate's	ˈdɛlɪɡəts
delegates'	ˌdɛləˈɡeɪts
delore's	dəˈlɔɹz
democrat's	ˈdɛməˌkɹæts
democrats'	ˈdɛməˌkɹæts
dentist's	ˈdɛntɪsts
dentists'	ˈdɛntɪsts
department's	dɪˈpɑɹtmənts
depositor's	dəˈpɑzɪtɚz
depositors'	dɪˈpɑzɪtɚz
depot's	ˈdipoʊz
designer's	dɪˈzaɪnɚz
designers'	dɪˈzaɪnɚz
detective's	dɪˈtɛktɪvz
developer's	dɪˈvɛləpɚz
developers'	dɪˈvɛləpɚz
development's	dɪˈvɛləpmənts
device's	dɪˈvaɪsɪz
devil's	ˈdɛvəlz
devils'	ˈdɛvəlz
di's	ˈdaɪz
dial's	ˈdaɪəlz
diamond's	ˈdaɪməndz
dick's	ˈdɪks
dickens'	ˈdɪkənz
didn't	ˈdɪdənt
diet's	ˈdaɪəts
dime's	ˈdaɪmz
dinner's	ˈdɪnɚz
dios'	ˈdioʊs
diplomat's	ˈdɪpləˌmæts
diplomats'	ˈdɪpləˌmæts
director's	daɪˈɹɛktɚz
directors'	dɪˈɹɛktɚz
disease's	dɪˈzizɪz
dissidents'	ˈdɪsədənts
distributor's	dɪˈstɹɪbjutɚz
distributors'	dɪˈstɹɪbjətɚz
district's	ˈdɪstɹɪkts
diver's	ˈdaɪvɚz
dividend's	ˈdɪvəˌdɛndz
division's	dɪˈvɪʒənz
divisions'	dɪˈvɪʒənz
do's	ˈduz
dock's	ˈdɑks
doctor's	ˈdɑktɚz
doctors'	ˈdɑktɚz
doctrine's	ˈdɑktɹənz
dodd's	ˈdɑdz
dodger's	ˈdɑdʒɚz
dodgers'	ˈdɑdʒɚz
doe's	ˈdoʊz
doesn't	ˈdʌzənt
dog's	ˈdɔɡz
dogs'	ˈdɔɡz
doin'	ˈduɪn
doll's	ˈdɑlz
dollar's	ˈdɑlɚz
dollars'	ˈdɑlɚz
dolphins'	ˈdɑlfənz
dome's	ˈdoʊmz
domino's	ˈdɑmɪˌnoʊz
don's	ˈdɑnz
don't	ˈdoʊnt
donor's	ˈdoʊnɚz
donors'	ˈdoʊnɚz
